Approach,Document_ID,Participants,Interventions,Outcomes,Gold_Participants,Gold_Interventions,Gold_Outcomes
finetuned_distilbert,11750293,arthritis | diagnosed rheumatoid arthritis ( RA ) | Twenty-two | RA | 22,Not Found,depressed | depression | disability | pain | beliefs,recent onset rheumatoid arthritis : | patients with recently diagnosed rheumatoid arthritis ( RA ) | Twenty-two patients with a history of recently diagnosed RA of less than 2 years | 22 patients,standard outpatient clinic treatment,"disability | illness perceptions | pain | coping | depression . | clinical outcome and process measures | predict depression | depression , disability , pain , beliefs about the consequences of arthritis and coping strategies ."
finetuned_distilbert,11829043,stoma surgery | Eighteen,progressive muscle relaxation training | progressive muscle relaxation training ( PMRT ),anxiety level | self-reported quality of life ( QoL ) | Chinese State-Trait Anxiety Inventory ( C-STAI ) | Quality of Life Index for Colostomy ( QoL-Colostomy | Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) | C-STAI score | WHOQoL score | physical health/independence | general perception of QoL | quality of life | state anxiety,patients after stoma surgery . Eighteen patients who had undergone stoma surgery | patients after stoma surgery .,progressive muscle relaxation training | progressive muscle relaxation training ( PMRT ) | PMRT,"anxiety level and self-reported quality of life ( QoL ) | Chinese State-Trait Anxiety Inventory ( C-STAI ) , the Quality of Life Index for Colostomy ( QoL-Colostomy ) and the Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) . | C-STAI score | WHOQoL score | WHOQoL | QoL | QoL-Colostomy | quality of life | anxiety"
finetuned_distilbert,11891832,44 | inclusion body myositis,methotrexate | placebo | oral methotrexate | placebo-controlled,weakness progression | muscle strength testing sum scores | Quantitative muscle strength testing sum scores | manual muscle testing sum scores | activity scale scores | patients ' own assessments | Serum creatine kinase activity | progression | muscle weakness,inclusion body myositis | 44 patients with inclusion body myositis,methotrexate | placebo . | methotrexate | methotrexate | placebo | methotrexate | methotrexate,"weakness progression | disease progression | Mean change of quantitative muscle strength testing sum scores | Quantitative muscle strength testing sum scores | manual muscle testing sum scores , activity scale scores and patients ' own assessments | Serum creatine kinase activity | progression of muscle weakness | serum creatine kinase activity ."
finetuned_distilbert,12139812,pterygium | 208 | 229,Limbal epithelial autograft transplantation | pterygium excision | excision of pterygium with limbal epithelial autograft transplantation surgery | simple pterygium excision ( | epithelial autograft transplantation,corneal transparency | epithelial healing | abnormal proliferation of pterygium-like tissue,pterygium | pterygium . | 208 patients | initial pterygium,[ Limbal epithelial autograft transplantation | limbal epithelial autograft transplantation | pterygium excision | excision of pterygium | limbal epithelial autograft transplantation surgery | simple pterygium excision | limbal epithelial autograft transplantation,epithelial healing | abnormal proliferation of pterygium-like tissue .
finetuned_distilbert,12477021,Thirty-five,non-contact tonometer ( NCT | AT550 | Xpert Plus | applanation tonometer | Perkins tonometer,of accuracy | intra-ocular pressure ( IOP ),Thirty-five university students were assessed,Reichert AT550 : | Reichert AT550 . | Reichert Xpert Plus | Goldmann applanation tonometer | Perkins tonometer . | AT550 NCT | Goldmann tonometer | AT550 NCT | Goldmann tonometry,Clinical performance | level of accuracy | measurements | IOP
finetuned_distilbert,12576806,57 | primary ureteropelvic junction obstruction,endopyelotomy | endopyelotomy stent placement | scanning | renography,ipsilateral glomerular filtration rate | drainage pattern | Stent related symptoms | of urinary tract infections,57 | patients with primary ureteropelvic junction obstruction,stenting | Internal stenting | stenting | 7/14Fr internal endopyelotomy stent placement,optimum duration of stenting | symptoms | ipsilateral glomerular filtration rate . | drainage pattern . | Stent related symptoms | urinary tract infections | duration | stent related complications .
finetuned_distilbert,12586799,advanced nasopharyngeal carcinoma | advanced NPC | 284 | stage III,concurrent chemoradiotherapy | radiotherapy alone | concurrent chemoradiotherapy ( CCRT ) | radiotherapy ( RT ) alone | concurrent chemotherapy with cisplatin 20 mg/m | 2 ) | plus fluorouracil 400 mg/m | infusion | RT-alone,overall | progression-free survival | Survival analysis | tumor relapse | 5-year overall survival rates | 5-year progression-free survival rates | toxicity | leukopenia | emesis | treatment-related deaths,advanced nasopharyngeal carcinoma : | patients with advanced NPC . | From December 1993 to April 1999 | 284 patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC | patients with advanced NPC,concurrent chemoradiotherapy | radiotherapy | concurrent chemoradiotherapy ( CCRT ) | radiotherapy ( RT ) | chemotherapy | cisplatin | fluorouracil | CCRT | RT-alone | CCRT | RT-only | CCRT | RT-only | CCRT | CCRT | RT,overall and progression-free survival . | Survival analysis | tumor relapse | 5-year overall survival rates | 5-year progression-free survival rates | toxicity | leukopenia | emesis | treatment-related deaths
finetuned_distilbert,12595499,cardiovascular risk | diabetes | 9297 | 3577 | 7674,ramipril | placebo | Microalbuminuria,subsequent clinical proteinuria | progression of albuminuria | proteinuria | microalbuminuria | clinical proteinuria | albuminuria,people at high cardiovascular risk | people with diabetes | 7674 participants with albuminuria data at baseline and at follow-up | nondiabetic and in diabetic people .,ramipril 's | placebo | Ramipril | Ramipril,clinical proteinuria | progression of albuminuria | microalbuminuria | clinical proteinuria . | progression | albuminuria . | progression of albuminuria .
finetuned_distilbert,12709693,outpatient colonoscopy | 100 adult,remifentanil | propofol | total | anesthesia | fentanyl | midazolam,analgesia | Pain Rating Scale ( NRS ) | recovery level | of psychomotor efficiency | Discharge | average pain intensity score | mean arterial pressure | heart rate | signs of respiratory depression | satisfactory hemodynamic stability | minor respiratory depression | rapid,outpatient colonoscopy . | 100 adult patients,remifentanil | propofol | fentanyl | midazolam | propofol | remifentanil | propofol | midazolam | fentanyl | propofol | remifentanil | propofol | fentanyl | midazolam | propofol | remifentanil | propofol,Cardiorespiratory parameters | bispectral index | Numerical Pain Rating Scale ( NRS ) | recovery level | return of psychomotor efficiency | Aldrete scale | Modified Post Anesthesia Discharge Scoring ( MPADS ) system | pain intensity score | maximum MPADS score | mean arterial pressure and heart rate and signs of respiratory depression | analgesia | hemodynamic stability | respiratory depression | rapid recovery
finetuned_distilbert,1286547,borderline hypertensive patients | IDDM-type diabetes mellitus | Twenty-nine | borderline hypertension | hypertension,dihydropyridine calcium channel blocker | placebo-controlled | nitrendipine | placebo,platelet thromboxane formation | plasma levels of platelet factor 4 and aggregation responses to collagen and ADP | formation | acid ( AA ) | change of thromboxane synthesis | PF4 plasma levels | Whole blood aggregation | collagen dependent platelet activation,borderline hypertensive patients with IDDM-type diabetes mellitus . Twenty-nine IDDM patients with borderline hypertension | diabetic patients with borderline hypertension .,dihydropyridine calcium channel blocker | nitrendipine | placebo | nitrendipine | Nitrendipine | placebo | nitrendipine | nitrendipine | nitrendipine,platelet thromboxane formation | Stimulated platelet thromboxane formation | plasma levels of platelet factor 4 and aggregation responses to collagen and ADP | thromboxane formation | Exercise induced change of thromboxane synthesis | PF4 plasma levels | Whole blood aggregation after collagen stimulation | aggregation | collagen dependent platelet activation
finetuned_distilbert,12960652,infants | gastrointestinal diseases | 21 | 0-2 months | 40 | 0-2,Not Found,gastric rhythms | obstruction | pathologic | persistent phasic activity pattern | Short-term phasic activity | gastric phasic activity | phasic,"infants | gastrointestinal diseases | infants with different gastrointestinal diseases | 21 patients | age 0-2 months | 40 healthy infants | age 0-2 months | patients suffered from partial or total intestinal obstruction , necrotizing enterocolitis or pyloric stenosis.All infants were fasting",epigastric impedance | Epigastric impedance | epigastric impedance | epigastric impedance,epigastric impedance | phasic activity | frequency phasic activity | phasic activity
finetuned_distilbert,1459268,Forty-eight,short | ultrashort regimens | gonadotropin-releasing hormone agonist | ultrashort regimen | gonadotropin-releasing hormone agonist ( GnRH-a ) | ultrashort | GnRH-a,"Response to ovarian stimulation and occurrence of spontaneous luteinizing hormone ( LH ) surges . | ovulation induction , fertilization , and pregnancy rates | LH surge",in vitro fertilization ( IVF ) | Forty-eight patients having IVF for the first time | undergoing IVF,gonadotropin-releasing hormone agonist | gonadotropin-releasing hormone agonist ( GnRH-a ) | GnRH-a .,"usefulness | Response to ovarian stimulation and occurrence of spontaneous luteinizing hormone ( LH ) surges . | ovulation induction , fertilization , and pregnancy rates | LH surge ."
finetuned_distilbert,14679127,advanced epithelial ovarian carcinoma | advanced epithelial ovarian cancer | bidimensionally measurable disease | 226,topotecan | paclitaxel,Long-term survival | Life | pain | anorexia | diarrhoea | fatigue | nausea and vomiting | dyspnea | constipation | insomnia | median time to progression | median survival | haematological toxicity | Non-haematological toxicity,advanced epithelial ovarian carcinoma . | patients with advanced epithelial ovarian cancer who had failed one prior platinum-based regimen . | Patients with bidimensionally measurable disease | 226 | ovarian cancer .,topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | Topotecan | paclitaxel | topotecan,European Organisation for Research and Treatment of Cancer Quality of Life ( EORTC QOL ) -C30 questionnaire | pain | anorexia | diarrhoea | fatigue | nausea | vomiting | dyspnea | constipation | insomnia | progression | median survival | efficacy | survival | haematological toxicity . Non-haematological toxicity
finetuned_distilbert,14739125,Not Found,torcetrapib | ester transfer protein ( CETP ) inhibitor torcetrapib | placebo,lipoprotein | high-density lipoprotein cholesterol ( HDL-C ) levels | plasma drug levels | CETP mass | CETP inhibition | HDL-C | Total plasma cholesterol | nonHDL-C | low-density lipoprotein cholesterol | Apolipoprotein A-I and E | apoB | Cholesteryl ester content | triglyceride | plasma,healthy young | Five groups of 8 subjects each,torcetrapib . | cholesteryl ester transfer protein ( CETP ) inhibitor torcetrapib | placebo | torcetrapib | Torcetrapib,plasma drug levels | Total plasma cholesterol | nonHDL-C | low-density lipoprotein cholesterol | Apolipoprotein A-I and E | apoB | Cholesteryl ester content | triglyceride
finetuned_distilbert,14763035,ambulatory peritoneal dialysis | CAPD | 24 | ventricular mass,selective angiotensin receptor antagonist | Valsartan | selective angiotensin II receptor blocker ( ARB ) | ARB valsartan | placebo,"blood pressure ( BP ) | aortic and large-artery compliance and arterial wave reflections [ pulse wave velocity ( PWV ) | index ( AI ) application tonometry ] | echocardiography | body weight , BP ( mercury sphygmomanometer ) , serum creatinine , electrolytes , complete blood cell counts , urine volume , drainage volume , and weekly creatinine clearance | Systolic and diastolic BP | LVMi | PWV and AI | arterial hemodynamics",left ventricular hypertrophy | patients on continuous ambulatory peritoneal dialysis ( CAPD ) . | 24 CAPD patients with LVH [ left ventricular mass index ( LVMi ) > 110 g/m2 for women | LVMi > 137 g/m2 for men,Valsartan | selective angiotensin II receptor blocker ( ARB ) | ARB valsartan | placebo | ARB . | ARB | placebo | ARB,"blood pressure ( BP ) | aortic and large-artery compliance | arterial wave reflections [ pulse wave velocity ( PWV ) | augmentation index ( AI ) application tonometry ] | cardiac echocardiography . | body weight , BP ( mercury sphygmomanometer ) , serum creatinine , electrolytes , complete blood cell counts , urine volume , drainage volume , and weekly creatinine clearance . | Systolic and diastolic BP | LVMi | LVMi | PWV | AI | LVMi"
finetuned_distilbert,15014018,2000 | stage IIB and III melanoma | 713,adjuvant high-dose interferon | high-dose IFN-alpha 2b therapy | high-dose IFN-alpha 2b ( HDI ),Survival | disease | relapse-free survival ( RFS ) -but | overall survival ( OS ) | ulceration | recurrent disease at entry,Nearly 2000 patients with stage IIB and III melanoma | patients with high-risk resected melanoma,interferon | IFN-alpha 2b | IFN-alpha 2b ( HDI ) | Obs | HDI | Obs | HDI | Obs,relapse-free survival ( RFS ) | overall survival ( OS ) | RFS | OS | RFS | OS
finetuned_distilbert,15133359,biventricular implantation | Thirty-four,) | dedicated | catheters | catheter | positioning strategy,CS | CS cannulation time | Time to successful catheterization of CS | Fluoroscopy time | Total contrast dye volume to search and engage the CS ostium | procedural time | contrast dye volume,biventricular implantation | Thirty-four consecutive patients,catheters | guiding catheter alone | GCA | electrophysiology catheter advanced | electrophysiology catheter aided | EPA | GCA | GCA | EPA | EPA | GCA | EPA | GCA | EPA | GCA,"CS cannulation time | Time to successful catheterization of CS | Fluoroscopy time | contrast dye volume | procedural time , fluoroscopy time | contrast dye volume"
finetuned_distilbert,15193668,Children | 576 | 10.06,descriptive and explanatory information | descriptive and explanatory information on | in | receiving either descriptive ( AUT-D ) or descriptive and explanatory information ( AUT-D + E ) | descriptive information alone | explanatory information,of attitudes ( Adjective Checklist ) and behavioral intentions ( Shared Activities Questionnaire ) | fifth-graders ' attitudes | behavioral intentions | and behavioral intentions,peers | peers | child with autism . Children | 576 | M age = 10.06 | children 's,descriptive ( AUT-D ) | descriptive and explanatory information ( AUT-D + E ) . | descriptive and explanatory information,peers ' perceptions | peers ' perceptions | behavioral intentions | ( Adjective Checklist ) | ( Shared Activities Questionnaire ) | children 's attitudes | behavioral intentions
finetuned_distilbert,15358868,adults | autism | children,visual search | for,target-distractor similarity | visual search performance | visual discrimination ability | item detection,adults with autism . | adults with autism . | adults with autism,,searching for targets . | visual search performance | visual discrimination ability . | unique item detection
finetuned_distilbert,15848261,stroke | post-acute hemiparetic | Twenty-six | hemiplegia | Thirteen,biofeedback | conventional physical therapy | specialised balance retraining program | physical therapy ( control group ) | therapy and retraining ( experimental group | early conventional therapy | therapy combined with standing balance training by biofeedback ( BPM Monitor,gait | Gait spatiotemporal | clinical scores | spasticity | time between stroke and the beginning of walking | Gait velocity | walking pattern | duration of the paretic limb single stance | duration of the reception double stance on the paretic limb,stroke patients ] | post-acute hemiparetic patients | Twenty-six patients within 3 months of onset of stroke,conventional physical therapy alone | specialised balance retraining program | physical therapy | therapy and retraining | conventional therapy | therapy | standing balance training by biofeedback ( BPM Monitor ) | conventional therapy .,gait improvement | Gait spatiotemporal parameters | clinical scores | time between stroke and the beginning of walking | Gait velocity | walking pattern | duration of the paretic limb single stance . | duration of the reception double stance on the paretic limb
finetuned_distilbert,15854186,98,Cophenylcaine spray | placebo | cophenylcaine | placebo nasal spray,pain | unpleasantness of taste | overall discomfort experienced | minimal pain | discomfort | sensation of bad taste | pain experienced | of taste,flexible nasendoscopy : | 98 patients | flexible nasendoscopy . | flexible nasendoscopy .,Cophenylcaine | placebo | cophenylcaine | placebo | cophenylcaine | cophenylcaine,"pain , unpleasantness of taste and overall discomfort experienced . | pain and discomfort | pain or overall discomfort | sensation of bad taste | unpleasantness | pain | unpleasantness of taste ."
finetuned_distilbert,15858959,children | acute diarrhoea | Two hundred,Saccharomyces boulardii | Lactobacillus GG | S. boulardii | boulardii group ) | placebo | placebo group,medians of the average stool frequency | duration of diarrhoea | watery diarrhoea | duration of hospital stay | diarrhoea | duration of acute diarrhoea,children | acute diarrhoea | children with acute diarrhoea . | Two hundred children | acute diarrhoea in children,Saccharomyces boulardii | Saccharomyces boulardii . | S. boulardii | S. boulardii | S. boulardii | placebo | placebo | S. boulardii | placebo | S. boulardii | placebo | S. boulardii | S. boulardii | placebo | placebo | S. boulardii | S. boulardii | S. boulardii,average stool frequency | duration of diarrhoea | duration of hospital stay | duration of acute diarrhoea | duration of hospital stay
finetuned_distilbert,16167234,digestive surgery | Forty,branch chain amino acid enriched formula | branch chain amino acid ( BCAA ) enriched formula | parenteral nutrition with | BCAA enriched | routine amino acid ( | group | BCAA enriched formula,"postoperative fatigue | nutritional status | Nitrogen balance , serum total protein , albumin , prealbumin , transferrin , retinol binding protein and postoperative fatigue score | cumulative postoperative fatigue scores | positive nitrogen balance | cumulative nitrogen balance | elevation of serum total protein , albumin , prealbumin , transferrin | serum level of retinol binding protein | postoperative fatigue score",after digestive surgery ] | digestive surgery patients . | Forty patients who underwent digestive surgery | digestive surgery patients .,amino acid enriched formula | branch chain amino acid ( BCAA ) enriched formula | BCAA enriched | routine amino acid | BCAA | BCAA-enriched | BCAA enriched formula,"postoperative fatigue | nutritional status | nutritional status | postoperative fatigue | Nitrogen balance , serum total protein , albumin , prealbumin , transferrin , retinol binding protein and postoperative fatigue score | cumulative postoperative fatigue scores | nitrogen balance | cumulative nitrogen balance | serum total protein , albumin , prealbumin , transferrin | serum level of retinol binding protein | postoperative fatigue score | nutritional status"
finetuned_distilbert,16295154,children | autistic spectrum disorder | autistic spectrum disorder ( ASD | ASD,"nursing intervention designed | post-diagnosis nursing intervention | care plus 3 hours contact with a pediatric nurse practitioner ( PNP ) for counseling , instruction | assistance | the usual care post-diagnosis , | 1-hour consultation session to receive the | of | tests and a written copy of the | treatment plan provided by | pediatrician","of event ( diagnosis ) | services | impact of event "" | "" perceived stress """,parents of children | autistic spectrum disorder | Parents of children | diagnosis of autistic spectrum disorder ( ASD ) | parents of children with ASD,"Intervention | nursing intervention | post-diagnosis nursing intervention | usual care | contact with a pediatric nurse practitioner ( PNP ) for counseling , instruction , and assistance with implementation of the recommended treatment plan | usual care | consultation session to receive the results of diagnostic tests and a written copy of the recommended treatment plan","parents ' reports of stress | impact of event ( diagnosis ) | use of services | "" impact of event "" | "" perceived stress """
finetuned_distilbert,16427787,Not Found,melatonin | placebo,activation | activity | fatigue | fatigues | circadian,human,melatonin | melatonin | Melatonin | placebo | melatonin | melatonin | melatonin | melatonin,effects | task-related activity | subjective measurements of fatigue . | activation in the left parahippocampus | brain activity | fatigue
finetuned_distilbert,16505427,anemic patients | cancer | cancer-associated anemia | Three hundred sixty-five | One hundred eighty-three,"erythropoietin | epoetin alfa | epoetin alfa 40,000 U subcutaneously ( SC | standard weekly epoetin alfa ( 40K arm ) | 120,000 U of epoetin alfa ( 120K arm ) SC | epoetin",requiring transfusions | end-of-study Hb | Toxicities | thromboembolism | overall survival | global quality of life ( QOL ) | global QOL improvement,anemic patients with cancer . | patients with cancer-associated anemia . | Three hundred sixty-five patients,erythropoietin | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa .,requiring transfusions | hemoglobin ( Hb ) increment | drug dose | Hb | Hb | Toxicities | thromboembolism | overall survival | global quality of life ( QOL ) | global QOL | QOL | transfusion needs | QOL . | Hb increment
finetuned_distilbert,1669598,asthma | 10,immunotherapy | extract | parenteral immunotherapy | local immunotherapy ( LI ) | extract of house dust mite ( HDM ) | parenteral immunotherapy ( PI ) | LI | placebo | PI | disodium cromoglycate ( DSCG ),efficacy | symptoms score | peak expiratory flow ( PEF ) -derived parameters | component | bronchial response | bronchial responsiveness to methacholine | ultrasonically nebulized distilled water ( | ) | immunologic humoral and cellular parameters in peripheral blood | local important adverse reactions | systemic side effects,10 patients with asthma due to HDM,immunotherapy | immunotherapy | local immunotherapy | powder extract of house dust mite ( HDM ) | parenteral immunotherapy ( PI ) | placebo | lactose | disodium cromoglycate ( DSCG ),efficacy | tolerability | symptoms score | peak expiratory flow ( PEF ) -derived parameters | bronchial response | bronchial responsiveness | immunologic humoral and cellular parameters in peripheral blood | local important adverse reactions | systemic side effects | systemic side effects .
finetuned_distilbert,17293018,diarrhea | 77,whey protein concentrate derived | difficile | whey protein concentrate prepared | anti-C. difficile whey protein concentrate ( anti-CD WPC ) | anti-CD WPC | regular whey protein concentrate | WPC,safety | adverse event | WPC,patients with C. difficile-associated diarrhea ( CDAD ) | 77 patients with CDAD | patients with CDAD . | individuals with CDAD,whey protein concentrate | whey protein concentrate | immunized against Clostridium difficile ( C. | anti-C. difficile whey protein concentrate ( anti-CD WPC ) | anti-CD WPC | regular whey protein concentrate . | anti-CD WPC | anti-CD WPC | anti-CD WPC,safe | safe
finetuned_distilbert,17321989,acute myeloid leukemia and myelodysplastic syndromes | acute myeloid leukemia ( AML ) | syndromes | MDS,itraconazole capsules | fluconazole capsules | fluconazole | itraconazole,Adverse events | cases | probable or possible infections | counts | frequency of infection | tolerated,patients with acute myeloid leukemia and myelodysplastic syndromes : | Japanese | patients with acute myeloid leukemia ( AML ) or myelodysplastic syndromes ( MDS ) during and after chemotherapy . | patients with AML or MDS who received chemotherapy,itraconazole | fluconazole | fluconazole | itraconazole | itraconazole | fluconazole,Adverse events | probable or possible infections | frequency of infection
finetuned_distilbert,17616069,postpartum | 50 women | anemia,trivalent ferrum preparation | sacharose ferric oxide ( Venofer ) | trivalent saccharose ferric oxide,red blood count | serum values of soluble transferrin receptors and ferritin | cell saturation | iron reserves | adverse events | adverse event,postpartum | Prague | Prague | 50 women | clinical and lab signs of postpartal anemia,trivalent ferrum preparation ] | trivalent ferrum preparation . | sacharose ferric oxide ( Venofer ) | Venofer | trivalent saccharose ferric oxide,effectivity | safeness | values of red blood count | serum values of soluble transferrin receptors and ferritin | iron cell saturation | body iron reserves | adverse events | effective | serious adverse event
gazetteer,10070173,31,budesonide | treatment | control,quality of life | adverse events | improvement | safe,seasonal allergic rhinitis . | Two hundred and eighty-four out-patients | SAR | symptomatic during the ragweed season | 243 | SAR .,budesonide Turbuhaler | budesonide aqua | budesonide Turbuhaler | budesonide aqua | budesonide . | Turbuhaler | Turbuhaler | aqua spray | budesonide aqua | budesonide Turbuhaler | budesonide powder | Turbuhaler | aqua,patients ' preferences | quality of life . | Mean daily nasal symptom scores | eye symptoms . | nasal and non-nasal adverse events | epistaxis | headache . | nasal irritation | quality of life | safe | efficacious
gazetteer,10390665,children | paediatric | 4 | 10 | 70 | 45 | 78 | 24,granisetron | anesthesia,efficacy | vomiting | adverse events,children . | tonsillectomy with or without adenoidectomy | children | 90 paediatric patients | ASA I | aged 4-10 years | children undergoing general anaesthesia for tonsillectomy,granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine,"Anti-emetic efficacy | prevention | efficacy | complete response , defined as no emesis with no need for another rescue antiemetic | corresponding incidence | adverse events | long-term prevention | post-operative vomiting"
gazetteer,10475150,healthy volunteers | women | 23 | healthy | controls | 22 | 4,somatostatin | saline | gh,gh secretion,healthy volunteers and in patients with primary hypothyroidism . | 8 healthy volunteers | 6 women | untreated primary hypothyroidism | healthy volunteers | patients with hypothyroidism | normal subjects and in patients with primary hypothyroidism,somatostatin ( octreotide ) | Somatostatin | somatostatin | saline | octreotide ( Sandostatin ; | octreotide | saline . | octreotide | octreotide | saline ; | octreotide | saline . | octreotide | octreotide | saline ; | octreotide | somatostatin . | somatostatin | octreotide | somatostatin,melatonin secretion | melatonin secretion . | melatonin secretion | nocturnal melatonin secretion | melatonin secretion | urinary excretion of melatonin | GH secretion | nocturnal melatonin secretion | Urinary excretion of melatonin | total nocturnal secretion of TSH | nocturnal secretion and urinary excretion of melatonin
gazetteer,10578479,women | cancer | 20,Not Found,effects,premenopausal women . | 36 premenopausal women | 20 | used OC | premenopausal OC | non-OC users .,soy | soy | soy | soy | soy beverage | soy | soy,"sex hormone metabolism | sex hormone metabolism | serum estrone , estradiol , sex hormone-binding globulin , dehydroepiandrosterone sulfate , prolactin , or progesterone concentrations | menstrual cycle length or the urinary estrogen metabolite ratio of 2-hydroxyestrone to 16 alpha-hydroxyestrone | urinary estrogen metabolites | menstrual cycle , serum sex hormones , or urinary estrogen metabolite ratio"
gazetteer,10589810,20 | 10 | 42,treatment | control,effects | sensitivity | side effects | effective,40 subjects | 20 | 20,plastic curettes | conventional steel curettes | conventional steel curettes | plastic curettes | non-root substance removing curettes,Clinical effects | clinical effects | bleeding on probing ( BOP ) and probing pocket depth ( PPD ) | BOP percentage | BOP and PPD | BOP percentage | BOP | BOP
gazetteer,10763172,30,treatment | placebo,efficacy and tolerability | efficacy | improvement | effective,after nose surgery | 61 inpatients with the diagnosis Rhinitis following nasal operation | patients following nasal operations | rhinitis following nasal operation,xylometazoline | dexpanthenol ] | Xylometazoline | Dexpanthenol ( Nasic ) | Xylometazoline | verum | placebo | Xylometazoline-Dexpanthenol | Xylometazoline | Xylometazoline-Dexpanthenol | Xylometazoline,wound healing | efficacy | tolerability | nasal-breathing-resistance according to scores | efficacy | tolerability | compliance | improvement | efficacy | tolerability
gazetteer,10764172,ten | 10 | ten patients | controls | 23 | 4 | 45 | all,morphine | anesthesia,activity | effects | postoperative pain | side effects | pain,underwent hysterectomy | Forty patients were divided into four groups of ten .,morphine | morphine | morphine | morphine | morphine | morphine,NK cell activity | natural killer ( NK ) cell activity | postoperative pain score and side effects | NK cell activity | NK cell activities | plasma adrenaline | noradrenaline concentrations | plasma cortisol levels | pain score
gazetteer,10912743,hypertensive | hypertension | men | women | 71 | controls | all | 24 | 95,aspirin | control | treatment,effects | blood pressure | hypertension,treated hypertensive patients . | hypertensive patients receiving drug treatment | people with one or more cardiovascular risk factors . | hypertension | 142 hypertensive | 76 men | 66 women | mean age 59 +/- 5.9 years | treated with different antihypertensive drugs,aspirin | aspirin | aspirin | aspirin | vitamin E | aspirin | aspirin | aspirin | aspirin | aspirin,clinic and ambulatory blood pressure | blood pressure ( BP ) control | clinic and ambulatory systolic ( SBP ) and diastolic ( DBP ) BP | clinic BP | 24-h ambulatory BP monitoring | clinic SBP and DBP | Ambulatory SBP and DBP | BP
gazetteer,10934569,children | pervasive developmental disorder | young children | autism | 24 | all,intervention | treatment,autism,children | pervasive developmental disorder | Young children | pervasive developmental disorder | 7 | autism | 8 | pervasive developmental disorder not otherwise specified -- NOS | 7 with autism | 6 with pervasive developmental disorder NOS | Children | pervasive developmental disorder,intensive early intervention | intensive treatment | parent training . | intensive treatment | parent training | parent training . | intensive treatment | parent training,intelligence | visual-spatial skills | language | academics | adaptive functioning | behavior problems .
gazetteer,10940525,dogs | all | three | 30 | 14 | 99 | 4 | adult | 19,treatment | control,efficacy and safety | adverse events | effective | safe,"dogs and cats presented as veterinary patients in North America . | dogs and cats | dogs and cats showing signs of flea allergy dermatitis ( FAD ) . | Dogs and cats with naturally occurring flea infestations , some of which also had signs associated with FAD | 220 dogs , 189 cats | dogs and cats diagnosed clinically with FAD . | 397 dogs free of adult heartworm infection from four heartworm-endemic areas of the USA | 673 dogs and 347 cats | 19 purebred or crossbred Collies ( Bearded , Border , and unspecified ) . | dogs and cats | dogs and cats .",selamectin | selamectin | selamectin | selamectin | selamectin | fenthion | pyrethrins | Selamectin | selamectin-treated | Selamectin | selamectin | ivermectin | Selamectin | Selamectin | selamectin | Selamectin,Efficacy | safety | efficacy | safety | flea comb counts | clinical evaluations of FAD | mean flea counts | mean flea counts | mean flea counts | mean flea counts | heartworm prevention rate | adverse events . | effective | signs associated with FAD . | heartworms | safe
gazetteer,11099086,children | infants | 201 | 10 | 70 | 95 | 106 | 4 | 127 | 23 | 14 | 99 | all,ciprofloxacin | treatment | placebo,efficacy and safety | safety | improvement | adverse events | safe | effective,acute invasive diarrhea | children | children . | acute invasive diarrhea | infants and children | 201 | children ages 6 months to 10 years ( 35 % < 1 year ; 70 % < 3 years ) presenting with acute invasive diarrhea at the Pediatric Emergency Room | ambulatory pediatric patients requiring an emergency room visit .,ciprofloxacin | ceftriaxone | ceftriaxone | ciprofloxacin | ciprofloxacin | ceftriaxone | ciprofloxacin | ceftriaxone | ciprofloxacin | ciprofloxacin | ceftriaxone | ciprofloxacin | ceftriaxone,"efficacy | safety | Stool cultures for Shigella , Salmonella , Campylobacter spp . and diarrheagenic Escherichia coli | Clinical response and safety | Clinical cure or improvement | adverse events | Joint examination | safe | effective"
gazetteer,11229858,children,treatment,fever,children | malaria | children | malaria | malaria .,antipyretic drugs | antipyretics | naproxen | metamizol | Antipyretic,reduction of fever peaks . | fever clearance
gazetteer,1131298,10 | healthy | all,Not Found,activity | beneficial effects,10 healthy subjects,essential oils of garlic and onion | garlic and onion | garlic or onion | essential oils | Garlic and onion | garlic | onion . | garlic and onion,serum cholesterol and plasma fibrinogen | coagulation time | fibrinolytic activity . | effects
